jahr;wkr_nr;wkr_name;bula;ost;wahlberechtigte;waehler;erststimmegueltig;zweitstimmegueltig;cdu1;cdu2;csu1;csu2;spd1;spd2;fdp1;fdp2;gru1;gru2;pds1;pds2
1990;297;Eisenach – Mühlhausen;15;0;153760;118215;115142;116561;58249;55112;0;0;31453;28046;16283;16417;0;0;8235;7238
1990;298;Sömmerda – Artern – Sondershausen – Langensalza;15;0;164023;123376;120786;121408;57850;57946;0;0;28783;28571;16517;17327;0;0;8184;8482
1990;299;Gotha – Arnstadt;15;0;156557;118319;116254;116756;54325;52641;0;0;29190;28007;12227;17468;0;0;7640;7311
1990;300;Erfurt;15;0;161066;113490;112043;112362;40043;40395;0;0;25875;26515;12330;16163;0;0;14539;14856
1990;301;Weimar – Apolda – Erfurt-Land;15;0;149677;113970;111989;112437;51176;50996;0;0;23032;22756;17703;19379;0;0;7365;7396
1990;302;Jena – Rudolstadt – Stadtroda;15;0;178553;138104;136134;136513;56782;54527;0;0;27705;30473;20582;22951;0;0;13600;12267
1990;303;Gera-Stadt – Eisenberg – Gera-Land I;15;0;153106;112925;111027;111386;46457;45616;0;0;23608;25493;12645;15880;0;0;15139;13264
1990;304;Altenburg – Schmölln – Greiz – Gera-Land II;15;0;158335;120083;117904;118461;56227;55996;0;0;25921;25940;16476;17551;0;0;9680;9105
1990;305;Saalfeld – Pößneck – Schleiz – Lobenstein – Zeulenroda;15;0;157865;125000;122532;123432;57087;57142;0;0;29342;26380;19415;17853;0;0;10077;9241
1990;306;Meiningen – Bad Salzungen – Hildburghausen – Sonneberg;15;0;206402;161355;158713;159019;74071;74129;0;0;34544;33690;18106;21741;0;0;13580;13306
1990;307;Suhl – Schmalkalden – Ilmenau – Neuhaus;15;0;204936;157068;153988;154696;65576;66987;0;0;30515;31608;19746;22415;0;0;16004;15223
1990;308;Delitzsch – Eilenburg – Torgau – Wurzen;16;0;156693;117613;115331;115772;55561;54889;0;0;26380;26639;11847;13840;0;0;10578;9768
1990;309;Leipzig I;16;0;205082;146006;143823;144357;56277;54238;0;0;34229;34084;17883;21176;0;0;17144;17001
1990;310;Leipzig II;16;0;203228;145501;143493;143945;52860;52816;0;0;35257;33865;16012;21646;0;0;17625;17196
1990;311;Leipzig-Land – Borna – Geithain;16;0;194128;147920;142816;145641;73827;71051;0;0;37754;32267;13902;18606;0;0;0;10277
1990;312;Döbeln – Grimma – Oschatz;16;0;153917;114281;111642;112202;60996;57304;0;0;22563;23169;10937;12679;0;0;9588;9017
1990;313;Meißen – Riesa – Großenhain;16;0;187455;139039;135850;136547;70704;70191;0;0;24695;24575;13666;14574;0;0;12723;12109
1990;314;Hoyerswerda – Kamenz – Weißwasser;16;0;165450;118844;115924;116914;57823;55981;0;0;25034;24926;10289;10664;0;0;13832;13302
1990;315;Görlitz – Zittau – Niesky;16;0;169062;123563;121174;121562;64823;67208;0;0;18020;18133;8401;10292;0;0;12108;11208
1990;316;Bautzen – Löbau;16;0;161163;123571;120715;121576;72658;70727;0;0;15646;16676;9682;10260;0;0;10716;10462
1990;317;Pirna – Sebnitz – Bischofswerda;16;0;168974;132313;129310;130040;74226;74468;0;0;18705;18694;10887;12296;0;0;11665;10835
1990;318;Dresden I;16;0;178238;137073;134956;135552;65946;63077;0;0;17849;18049;13338;17422;0;0;17750;17304
1990;319;Dresden II;16;0;200871;148839;146355;146788;68004;69113;0;0;19418;20648;19734;15990;0;0;20874;20589
1990;320;Dresden-Land – Freital – Dippoldiswalde;16;0;171501;136938;134094;134568;77378;76847;0;0;18625;18794;11008;14029;0;0;10344;9954
1990;321;Freiberg – Brand-Erbisdorf – Flöha – Marienberg;16;0;172214;137877;134355;135168;75977;74102;0;0;21188;21875;13083;16202;0;0;10947;9511
1990;322;Glauchau – Rochlitz – Hohenstein-Ernstthal – Hainichen;16;0;183074;145756;142440;143302;71341;73068;0;0;27380;27699;17698;20434;0;0;9580;9019
1990;323;Chemnitz I;16;0;149141;110442;108427;108905;46729;45187;0;0;20433;21241;15179;17175;0;0;14029;13424
1990;324;Chemnitz II – Chemnitz-Land;16;0;157401;122796;120167;120896;54412;54889;0;0;23293;23113;16970;18734;0;0;13346;12384
1990;325;Annaberg – Stollberg – Zschopau;16;0;163146;132844;129372;130272;70896;70339;0;0;20071;20945;13712;17206;0;0;8502;8055
1990;326;Aue – Schwarzenberg – Klingenthal;16;0;158531;125155;122225;122925;68606;65883;0;0;20528;20811;12277;15539;0;0;8737;8460
1990;327;Zwickau – Werdau;16;0;207179;159723;156156;157026;81508;78630;0;0;29084;30885;17807;22326;0;0;12027;11120
1990;328;Reichenbach – Plauen – Auerbach – Oelsnitz;16;0;201229;159068;155906;156712;75956;76047;0;0;28264;28088;18950;24381;0;0;10951;10222
