jahr;wkr_nr;wkr_name;bula;ost;wahlberechtigte;waehler;zweitstimmegueltig;spd1;spd2;cdu1;cdu2;csu1;csu2;gru1;gru2;fdp1;fdp2;pds1;pds2
2005;215;Erding - Ebersberg;9;0;179381;146284;144962;35731;30981;0;0;83991;76249;10767;12844;7708;15256;3698;3947
2005;216;Freising;9;0;197541;157045;155524;36283;34693;0;0;87477;80909;12064;12708;8665;15836;4473;4883
2005;217;Fürstenfeldbruck;9;0;242940;199138;197262;52329;45927;0;0;108897;98089;15698;19959;12199;21471;4764;5430
2005;218;Ingolstadt;9;0;245899;187323;184903;40630;48613;0;0;121771;97356;7741;10631;4709;14183;5075;5834
2005;219;München-Nord;9;0;202793;152262;150978;65893;45157;0;0;61739;54704;8337;22367;7272;18274;3959;6082
2005;220;München-Ost;9;0;219413;170380;169020;61036;48238;0;0;73067;65031;14060;23001;12650;22078;4833;6158
2005;221;München-Süd;9;0;200500;154386;153173;56508;44729;0;0;67133;58952;12470;20697;9134;18372;4099;5953
2005;222;München-West/Mitte;9;0;217460;168905;167459;65603;47653;0;0;71321;61266;13180;27261;8098;19896;4768;6577
2005;223;München-Land;9;0;226705;189295;187949;56830;45027;0;0;98674;85350;14555;20018;11630;27439;3750;4826
2005;224;Rosenheim;9;0;222020;173077;171400;37351;35482;0;0;102768;93811;12159;13437;7045;16044;3598;4314
2005;225;Starnberg;9;0;247824;202092;200312;43843;38408;0;0;119161;104663;14839;19618;15733;26850;3858;4566
2005;226;Traunstein;9;0;202947;157644;155907;33582;30823;0;0;99041;89686;9390;11072;5567;12844;4102;4339
2005;227;Weilheim;9;0;244362;195607;193727;41229;39115;0;0;114756;104036;15068;16425;9166;20702;5068;5504
2005;228;Deggendorf;9;0;154154;109196;107972;25586;22111;0;0;65555;62255;3204;4041;6206;8530;3603;4045
2005;229;Landshut;9;0;242102;186087;184002;40546;39785;0;0;107698;102023;12223;11039;12895;17012;5195;5583
2005;230;Passau;9;0;184728;132420;130998;27765;29997;0;0;76236;71879;6429;6516;12927;12095;4142;4571
2005;231;Rottal-Inn;9;0;161553;119605;117722;25816;23382;0;0;75543;71195;4643;4849;5390;8694;0;2966
2005;232;Straubing;9;0;172616;127264;125686;24953;25931;0;0;85192;74793;3813;4184;4210;9272;3731;4292
2005;233;Amberg;9;0;213156;166438;163997;41223;42738;0;0;96174;86155;8094;8714;7146;12185;5110;5746
2005;234;Regensburg;9;0;236419;180592;178513;50566;46510;0;0;94356;86356;11152;15210;8392;15999;5309;6463
2005;235;Schwandorf;9;0;215477;160516;158005;44381;41539;0;0;91714;84368;4860;6045;4773;11024;5300;5937
2005;236;Weiden;9;0;172807;134636;132160;36454;39773;0;0;64110;67015;3142;5149;3735;8458;3477;4764
2005;237;Bamberg;9;0;173588;135999;134532;31777;32012;0;0;76536;67980;13782;10386;7137;12189;0;4702
2005;238;Bayreuth;9;0;165436;128398;127002;36352;36118;0;0;70928;61086;5396;7802;6703;11557;3808;4355
2005;239;Coburg;9;0;164542;128079;126458;41705;41691;0;0;65352;57476;6580;6468;4803;10348;4073;4732
2005;240;Hof;9;0;186643;141563;139326;51635;45909;0;0;69788;61441;4623;7001;4601;11519;5289;6105
2005;241;Kulmbach;9;0;173566;137658;135745;35160;36213;0;0;81041;70251;5226;6385;4991;10384;4308;4876
2005;242;Ansbach;9;0;242756;187535;185107;55329;53775;0;0;100090;87051;9851;13327;7475;14434;5171;6537
2005;243;Erlangen;9;0;172655;139877;138396;54726;44033;0;0;65612;57370;7203;14723;4913;13184;3113;4574
2005;244;Fürth;9;0;245961;190859;188441;65014;60544;0;0;92017;79648;10319;15160;7896;16317;7913;7883
2005;245;Nürnberg-Nord;9;0;183712;139713;138213;55046;46456;0;0;57917;49634;9878;17221;5317;12476;5780;7178
2005;246;Nürnberg-Süd;9;0;183616;137634;135637;52523;47925;0;0;59510;54367;7411;10144;5433;10285;5320;6595
2005;247;Roth;9;0;223294;183237;180614;60277;57883;0;0;91633;81783;9557;13359;7968;14254;5511;6333
2005;248;Aschaffenburg;9;0;182224;144283;141696;37309;37783;0;0;73957;66568;16105;11050;6897;14883;4227;4952
2005;249;Bad Kissingen;9;0;220582;175290;172548;41885;37654;0;0;98772;91645;10539;9646;7778;15888;7465;8422
2005;250;Main-Spessart;9;0;197707;158422;155837;44689;41828;0;0;88171;78161;9202;10339;6103;13297;0;4906
2005;251;Schweinfurt;9;0;198245;156430;153982;42937;39889;0;0;82989;73981;7797;10252;6483;13320;9848;8178
2005;252;Würzburg;9;0;222087;178409;176271;56719;49232;0;0;82915;75419;15157;19701;8636;16938;5736;6821
2005;253;Augsburg-Stadt;9;0;203162;149458;147128;41290;41149;0;0;72284;65285;17462;15457;7393;13427;5280;6052
2005;254;Augsburg-Land;9;0;236590;191577;189416;41804;41717;0;0;112956;100308;13159;14067;10866;19169;5007;5537
2005;255;Donau-Ries;9;0;187610;147222;145504;32778;32077;0;0;87740;82845;8154;7463;8950;12104;3883;3960
2005;256;Neu-Ulm;9;0;232818;179115;176827;43541;41464;0;0;99959;91317;11833;11374;10813;17932;5453;5680
2005;257;Oberallgäu;9;0;217158;169643;167930;34349;35163;0;0;103030;88875;14162;13712;8943;18144;4707;5030
2005;258;Ostallgäu;9;0;239599;186381;183783;34467;34651;0;0;110880;103806;12241;12225;12640;18841;5055;5185
2005;259;Stuttgart I;8;0;179288;145294;143831;55393;43391;56243;46703;0;0;14870;24805;9599;19697;4255;5607
2005;260;Stuttgart II;8;0;179622;138583;136659;57524;46334;54297;45045;0;0;9089;17241;5839;16250;6448;6611
2005;261;Böblingen;8;0;241166;196769;194198;63778;56981;96605;75622;0;0;13908;20247;9621;27218;4791;5916
2005;262;Esslingen;8;0;163579;133889;132380;51793;41987;61861;50235;0;0;8742;15219;4063;15639;3739;4178
2005;263;Nürtingen;8;0;201242;164944;162795;54989;47452;77838;63260;0;0;14650;18130;8136;21741;4261;4707
2005;264;Göppingen;8;0;180833;142455;139881;50859;44017;67443;53166;0;0;6956;13356;5985;17179;5278;5609
2005;265;Waiblingen;8;0;217671;176569;174236;68120;51024;81488;66983;0;0;7645;19440;9344;23836;4296;5593
2005;266;Ludwigsburg;8;0;203269;165170;162935;55972;52063;75355;59291;0;0;14228;17956;7499;21054;5168;5829
2005;267;Neckar-Zaber;8;0;218571;179071;176370;60239;56306;81743;66936;0;0;11593;16561;12581;22695;4693;5759
2005;268;Heilbronn;8;0;237705;183367;179955;60353;58244;90333;71134;0;0;10059;13540;7918;20941;6082;6904
2005;269;Schwäbisch Hall - Hohenlohe;8;0;220164;165515;162025;51836;48634;75371;64572;0;0;11577;14959;11513;18806;5578;5933
2005;270;Backnang - Schwäbisch Gmünd;8;0;175509;136784;134295;46519;41011;65471;55177;0;0;9366;12406;6129;14546;4422;4711
2005;271;Aalen - Heidenheim;8;0;224632;174933;171355;58375;54873;85134;71995;0;0;8794;13017;9146;16892;9162;6771
2005;272;Karlsruhe-Stadt;8;0;197356;150150;147814;58201;47399;61000;48557;0;0;13478;21778;6288;17804;6333;7333
2005;273;Karlsruhe-Land;8;0;205134;165906;163172;57983;50046;78578;66466;0;0;9599;14962;8182;19680;4446;5649
2005;274;Rastatt;8;0;207276;158399;155132;53604;48869;76326;64460;0;0;9092;13099;8105;17081;5313;5931
2005;275;Heidelberg;8;0;208852;170915;168640;64692;53397;65242;56533;0;0;18704;25686;12366;21107;5064;7307
2005;276;Mannheim;8;0;198518;146286;143593;65730;53295;53513;44641;0;0;8293;15587;6579;14283;8984;9507
2005;277;Odenwald - Tauber;8;0;216051;168380;164786;49188;45318;88525;77032;0;0;8170;11157;6585;17525;5048;5848
2005;278;Rhein-Neckar;8;0;193332;155883;153227;56346;47142;72382;60850;0;0;8876;14574;6931;18332;5300;6301
2005;279;Bruchsal - Schwetzingen;8;0;190693;152375;149175;51873;46173;72516;60845;0;0;6503;11271;7210;17619;4776;6075
2005;280;Pforzheim;8;0;218955;169442;166366;57135;51706;77861;65153;0;0;8992;14023;12296;21025;6439;6676
2005;281;Calw;8;0;198594;153953;151375;45838;40263;74513;65367;0;0;8023;12163;11449;19478;4813;4942
2005;282;Freiburg;8;0;205189;165010;162859;73278;50480;55922;48254;0;0;17809;37082;6180;14845;6964;8009
2005;283;Lörrach - Müllheim;8;0;220779;169552;166746;72553;58577;66109;57872;0;0;10474;20989;8070;16674;5116;6372
2005;284;Emmendingen - Lahr;8;0;209138;160982;157461;57250;51187;70646;59587;0;0;14050;18349;7380;16140;5419;6213
2005;285;Offenburg;8;0;201410;151908;148543;46271;43430;74953;61181;0;0;10415;14479;7552;16864;5834;6398
2005;286;Rottweil - Tuttlingen;8;0;199140;153257;150132;39405;39596;78062;67326;0;0;9064;10539;13768;19357;0;4693
2005;287;Schwarzwald-Baar;8;0;167645;129388;126488;38925;35077;64716;53146;0;0;9314;11103;7819;16300;0;4512
2005;288;Konstanz;8;0;193465;150629;148157;46713;44123;64745;55279;0;0;13065;17958;15504;20274;5420;5665
2005;289;Waldshut;8;0;176676;136437;134115;49759;39923;62042;55509;0;0;9556;14624;7959;14549;0;4325
2005;290;Reutlingen;8;0;195834;156407;153763;49715;45514;75189;59038;0;0;11926;16374;8227;21090;5023;5428
2005;291;Tübingen;8;0;182904;148011;145625;55513;42318;62391;51392;0;0;14219;23612;5446;16382;4759;6209
2005;292;Ulm;8;0;214908;171930;168643;55352;48274;82007;70893;0;0;12635;17803;8591;19059;4826;5495
2005;293;Biberach;8;0;234130;185041;181368;37112;40503;94968;90358;0;0;25445;16115;13058;20373;4259;4926
2005;294;Ravensburg - Bodensee;8;0;241595;190892;188209;54825;51389;93285;78961;0;0;20304;21791;9988;22937;5396;6182
2005;295;Zollernalb - Sigmaringen;8;0;208368;159441;156143;40184;38518;86282;74266;0;0;9091;11096;8706;18563;4583;4981
2005;296;Saarbrücken;10;0;209832;161396;158094;53035;51231;47057;41846;0;0;5576;12517;5266;12502;41428;33021
2005;297;Saarlouis;10;0;216527;173032;168482;67981;55839;60495;53774;0;0;4915;9014;5867;12789;22956;30142
2005;298;St. Wendel;10;0;187024;153996;149286;56256;50048;55358;50000;0;0;4085;6925;5482;10127;20838;25286
2005;299;Homburg;10;0;205095;161665;157656;63167;54083;51579;45447;0;0;4400;9033;5413;11770;24287;28640
