jahr;wkr_nr;wkr_name;bula;ost;wahlberechtigte;waehler;zweitstimmegueltig;spd1;spd2;cdu1;cdu2;csu1;csu2;gru1;gru2;fdp1;fdp2;pds1;pds2
2005;73;Halle;14;1;196249;139806;137301;49308;46132;33968;27974;0;0;4822;9902;6784;12328;37607;36746
2005;74;Burgenland;14;1;220967;155110;151305;47739;44757;44587;39413;0;0;3235;5023;8551;13592;39635;40293
2005;75;Mansfelder Land;14;1;208678;146377;143151;46826;44034;40155;34938;0;0;2848;4233;7375;12399;39734;41058
2005;76;Berlin-Mitte;11;1;192321;142190;139785;58445;48550;32321;27047;0;0;19375;25309;5188;10527;19271;20989
2005;77;Berlin-Pankow;11;1;224621;174821;172442;70730;59613;26407;24750;0;0;21946;27181;5241;9839;41864;42051
2005;78;Berlin-Reinickendorf;11;1;185854;147047;144374;61133;48283;54262;47223;0;0;7821;14795;7841;15541;6883;8902
2005;79;Berlin-Spandau - Charlottenburg Nord;11;1;184180;140504;137441;64119;49797;48791;40351;0;0;6347;14485;5562;13593;7608;9983
2005;80;Berlin-Steglitz - Zehlendorf;11;1;215568;180247;177886;68537;54034;70874;56937;0;0;17724;28356;9358;23027;6849;9253
2005;81;Berlin-Charlottenburg - Wilmersdorf;11;1;196910;158865;156760;68625;50168;52408;42736;0;0;17273;30468;8591;19341;7042;9152
2005;82;Berlin-Tempelhof - Schöneberg;11;1;234161;185593;182371;62125;62854;59787;49847;0;0;38198;30703;7396;18254;8538;12395
2005;83;Berlin-Neukölln;11;1;194781;144224;141067;55264;48866;51444;40087;0;0;13381;18438;5076;12035;9375;12260
2005;84;Berlin-Friedrichshain - Kreuzberg - Prenzlauer Berg Ost;11;1;215324;164838;162162;33562;60421;18300;17899;0;0;69988;35410;4328;7402;29145;33711
2005;85;Berlin-Treptow - Köpenick;11;1;193339;152302;150008;49807;54938;24823;22791;0;0;6051;12468;3532;8448;60470;42675
2005;86;Berlin-Marzahn - Hellersdorf;11;1;200926;147668;145400;42132;49595;23459;20499;0;0;5372;7588;4356;7241;61845;50042
2005;87;Berlin-Lichtenberg;11;1;200917;149098;146940;47112;50555;20138;18548;0;0;6373;9345;4002;6909;62824;52217
2005;88;Aachen;5;0;174998;137879;136223;55086;45300;53170;44710;0;0;12462;19566;7476;15655;6655;8165
2005;89;Kreis Aachen;5;0;227154;176643;173749;79617;71160;68563;59633;0;0;6205;10309;7308;16243;9139;11003
2005;90;Heinsberg;5;0;185273;143248;140510;52148;45723;71887;60704;0;0;0;7250;7345;15059;6512;7193
2005;91;Düren;5;0;198643;154115;151730;64858;57163;68166;58467;0;0;4476;8672;5628;14298;6504;8317
2005;92;Erftkreis I;5;0;240830;191575;189059;90150;77413;74380;63432;0;0;5797;12838;9168;21187;7041;8853
2005;93;Euskirchen - Erftkreis II;5;0;243187;190431;187447;73415;65444;86515;70202;0;0;6774;12973;10419;24766;7349;8751
2005;94;Köln I;5;0;184010;137164;136684;66317;54131;46224;37104;0;0;9992;18127;5516;15085;6717;8340
2005;95;Köln II;5;0;215119;173952;173461;75703;57525;59855;50944;0;0;17238;28785;13225;24935;6079;8338
2005;96;Köln III;5;0;192045;142475;141930;71575;57935;43054;35646;0;0;13196;21883;5569;13712;6809;8809
2005;97;Bonn;5;0;212584;172806;170766;71537;54523;67381;59241;0;0;10505;22776;14841;23429;5125;7589
2005;98;Rhein-Sieg-Kreis I;5;0;226476;179685;177963;73513;61692;80894;67060;0;0;7311;14605;7780;21733;5615;7670
2005;99;Rhein-Sieg-Kreis II;5;0;209093;171115;169754;59838;51802;87736;69678;0;0;7708;13843;8063;24947;4492;5867
2005;100;Oberbergischer Kreis;5;0;212632;165042;162498;62195;55537;79789;64751;0;0;6129;10891;6743;18849;5736;7232
2005;101;Rheinisch-Bergischer Kreis;5;0;213615;177035;175235;65495;58867;86290;64757;0;0;8735;15421;7881;24683;5358;7180
2005;102;Leverkusen - Köln IV;5;0;213112;161257;159786;78235;66721;57271;47453;0;0;8425;15856;6248;16015;7050;8856
2005;103;Wuppertal I;5;0;220640;166375;164076;78426;66241;58192;47248;0;0;7720;15229;7008;17473;9454;11629
2005;104;Solingen - Remscheid - Wuppertal II;5;0;232219;179124;176793;76358;67871;72385;58141;0;0;7600;12718;9506;22293;8336;10182
2005;105;Mettmann I;5;0;205589;165177;163491;64699;58511;77187;61598;0;0;7034;11398;6879;20143;5753;7178
2005;106;Mettmann II;5;0;170221;135236;134016;58157;51750;55728;47366;0;0;5188;8806;7120;15867;6321;6668
2005;107;Düsseldorf I;5;0;215651;170004;168485;68314;56672;74976;59644;0;0;8624;16217;8763;23983;6239;8180
2005;108;Düsseldorf II;5;0;193401;146767;145115;66555;56223;55982;46704;0;0;7483;13902;6324;15200;7070;8569
2005;109;Neuss I;5;0;212741;164493;163017;65603;57537;77781;65763;0;0;5111;9806;5994;18411;5464;6484
2005;110;Mönchengladbach;5;0;195069;141494;139499;54170;48167;66715;54439;0;0;5308;8715;5711;16819;5870;7337
2005;111;Krefeld I - Neuss II;5;0;202982;161147;159039;61414;53272;75258;61323;0;0;6994;11422;8050;21763;5569;6867
2005;112;Viersen;5;0;225763;177272;175004;64985;58961;84058;69446;0;0;8065;11651;9520;22469;6568;7627
2005;113;Kleve;5;0;223341;173899;171451;63567;56710;85994;76189;0;0;6310;9545;8460;18331;5207;6540
2005;114;Wesel I;5;0;204858;164457;162566;79615;72290;63622;53850;0;0;5884;10209;5716;14529;6301;7708
2005;115;Krefeld II - Wesel II;5;0;182775;142804;140858;71413;61757;51285;43053;0;0;5168;10897;6006;14161;5564;7209
2005;116;Duisburg I;5;0;188411;145909;143653;80328;71746;41821;35040;0;0;5884;11955;3951;9644;8936;10468
2005;117;Duisburg II;5;0;163423;116258;113934;70299;62995;28066;24076;0;0;2942;6873;2625;6219;7621;8980
2005;118;Oberhausen - Wesel III;5;0;213983;166618;164274;95580;88560;43411;38228;0;0;9668;11350;4344;10362;9108;10843
2005;119;Mülheim - Essen I;5;0;197688;157290;155474;81810;74069;51021;42744;0;0;6385;11676;5149;12595;7918;9801
2005;120;Essen II;5;0;174161;126509;124726;72664;64278;34099;29742;0;0;4186;8787;3692;7848;7603;9238
2005;121;Essen III;5;0;200447;163555;161921;77708;67967;60530;50018;0;0;8987;15714;5365;15235;7373;9089
2005;122;Recklinghausen I;5;0;176449;136212;134569;74750;68262;41620;38227;0;0;4094;7621;4859;8276;7285;8411
2005;123;Recklinghausen II;5;0;196107;154197;152929;83905;78600;49192;43864;0;0;5608;8303;4654;9589;7397;8479
2005;124;Gelsenkirchen;5;0;193519;142477;140510;83649;75529;37012;32603;0;0;3733;8017;3467;7688;9496;11087
2005;125;Steinfurt I - Borken I;5;0;196748;155261;153549;58301;53336;78554;68221;0;0;5028;8483;5752;14878;4424;5498
2005;126;Bottrop - Recklinghausen III;5;0;209649;166096;163950;91918;82681;51512;46084;0;0;4245;9180;4168;10691;8348;10443
2005;127;Borken II;5;0;191988;157139;155582;50880;46950;87251;77380;0;0;6070;7991;6232;15517;4386;4877
2005;128;Coesfeld - Steinfurt II;5;0;185527;154087;152607;55269;48019;78626;68520;0;0;6224;10865;6988;16758;4387;5381
2005;129;Steinfurt III;5;0;189035;153522;151616;70456;62649;64892;55583;0;0;4760;9813;5814;14664;4588;5766
2005;130;Münster;5;0;204797;169999;168509;70175;59463;69638;59935;0;0;14169;22570;8666;17357;4381;6738
2005;131;Warendorf;5;0;209515;169657;167178;63717;58675;84140;70698;0;0;6619;10103;6324;17695;5301;6489
2005;132;Gütersloh;5;0;228920;181941;179609;69739;62042;87555;75313;0;0;7422;11909;8125;18364;6365;7270
2005;133;Bielefeld;5;0;247826;198212;195370;92287;76549;73853;62089;0;0;12742;23358;5253;16643;8281;11648
2005;134;Herford - Minden-Lübbecke II;5;0;233966;183164;180811;85908;73666;74103;63671;0;0;5319;12003;6476;17147;6894;9056
2005;135;Minden-Lübbecke I;5;0;209727;163935;161108;76641;66133;65858;56134;0;0;4071;10054;5845;15449;5774;7875
2005;136;Lippe I;5;0;175671;141032;138938;66665;59814;53607;45987;0;0;4990;9016;6165;13358;4800;6183
2005;137;Höxter - Lippe II;5;0;218164;173748;170700;63922;57815;83914;71732;0;0;6066;10196;6648;18446;5403;6974
2005;138;Paderborn;5;0;237651;187143;184141;57815;50815;101231;91872;0;0;7278;10487;8137;18595;5944;6818
2005;139;Hagen - Ennepe-Ruhr-Kreis I;5;0;222204;170222;168004;87664;76987;58191;50197;0;0;4757;10802;5944;14381;6837;9701
2005;140;Ennepe-Ruhr-Kreis II;5;0;185393;148698;146883;76854;69311;45344;38740;0;0;7166;12531;7502;13426;6506;8641
2005;141;Bochum I;5;0;217794;172973;170746;94985;83998;51120;42992;0;0;8786;15809;4071;11304;9497;11873
2005;142;Herne - Bochum II;5;0;192599;147020;144637;85964;78062;37096;32499;0;0;5058;9369;3487;7852;9738;11279
2005;143;Dortmund I;5;0;214994;163470;156959;88227;75717;45968;39208;0;0;8020;16084;4728;12169;7616;9929
2005;144;Dortmund II;5;0;211796;158010;152537;88135;77452;44293;37827;0;0;6088;12555;3907;10869;8271;9954
2005;145;Unna I;5;0;204227;163816;161773;88471;81333;51073;43052;0;0;7934;11567;4957;12580;7076;8786
2005;146;Hamm - Unna II;5;0;241232;185247;182594;100141;87460;59652;56557;0;0;4195;9941;8038;13752;7690;9847
2005;147;Soest;5;0;230957;180932;178474;73123;66889;82445;69766;0;0;5946;10428;8518;18826;6536;7940
2005;148;Hochsauerlandkreis;5;0;210773;167361;163059;56141;54867;94975;76009;0;0;3341;6657;4006;15734;4802;5864
2005;149;Siegen-Wittgenstein;5;0;219343;171326;169260;73703;66083;70260;61957;0;0;6097;9757;8240;15996;6415;8830
2005;150;Olpe - Märkischer Kreis I;5;0;215002;166389;164193;61628;56319;83289;70002;0;0;4665;8047;6322;17658;6198;7210
2005;151;Märkischer Kreis II;5;0;213340;163134;161049;76312;64123;66020;59238;0;0;3387;8370;6038;15321;6617;8360
2005;152;Delitzsch - Torgau-Oschatz - Riesa;16;1;228874;169965;166596;43336;42124;60846;50650;0;0;4349;5820;8584;14960;38591;40895
2005;153;Leipzig I;16;1;197046;145292;143391;47265;45850;42028;37002;0;0;5658;9433;7500;11601;34219;32298
2005;154;Leipzig II;16;1;202762;152886;150938;53181;49115;38545;35098;0;0;10787;15038;7141;11512;33881;33969
2005;155;Leipziger Land - Muldentalkreis;16;1;235291;178722;175562;51962;46534;61178;54180;0;0;4025;7115;9710;16160;37850;39813
2005;156;Kamenz - Hoyerswerda - Großenhain;16;1;213261;164009;160756;38815;36412;55497;48536;0;0;4372;5466;11636;16069;37623;39051
2005;157;Löbau-Zittau - Görlitz - Niesky;16;1;203180;150950;147688;27343;30105;56744;48436;0;0;6222;5687;9905;13784;34704;35392
2005;158;Bautzen - Weißwasser;16;1;173300;131532;128646;24199;25953;49384;43248;0;0;3655;4190;11078;12736;31049;30503
2005;159;Sächsische Schweiz - Weißeritzkreis;16;1;219769;170475;167235;33172;33614;68426;58754;0;0;5798;6946;12042;18184;32651;33065
2005;160;Dresden I;16;1;219283;158437;156581;50320;43730;57931;38208;0;0;6158;11113;7367;26041;30117;30914
2005;161;Dresden II - Meißen I;16;1;250162;194765;191930;47412;46377;67514;56975;0;0;14294;17244;14443;21221;36007;37306
2005;162;Freiberg - Mittlerer Erzgebirgskreis;16;1;196926;152692;149605;28620;30199;57514;50573;0;0;3294;4803;19626;18167;28316;31826
2005;163;Döbeln - Mittweida - Meißen II;16;1;226193;171671;168134;37041;37378;65453;54677;0;0;4443;5778;11534;17324;37385;38913
2005;164;Chemnitz;16;1;207889;158095;155857;44240;41587;43711;37904;0;0;5882;8574;10781;15284;41369;41092
2005;165;Chemnitzer Land - Stollberg;16;1;190023;145663;143078;35677;34874;53572;44836;0;0;3294;5002;8345;13696;32991;33112
2005;166;Annaberg - Aue-Schwarzenberg;16;1;182448;139486;136704;27198;28519;53911;45507;0;0;2736;3580;8615;12910;30511;31845
2005;167;Zwickauer Land - Zwickau;16;1;193220;144589;141893;35728;36336;49064;41637;0;0;3476;4839;7897;13186;37000;36237
2005;168;Vogtland - Plauen;16;1;221730;166303;163470;41200;41100;58988;49095;0;0;5684;6222;10685;16788;36462;37593
2005;169;Waldeck;6;0;194361;154436;150602;75533;66483;51807;45491;0;0;6734;11268;7112;14714;7104;8137
2005;170;Kassel;6;0;220889;173306;168953;85117;74140;51470;44773;0;0;13119;20086;6619;13884;9718;11414
2005;171;Werra-Meißner - Hersfeld-Rotenburg;6;0;188904;149474;145594;75269;65876;49882;43457;0;0;4283;9804;5699;12750;6514;8622
2005;172;Schwalm-Eder;6;0;196524;156803;151883;76040;68359;51474;43426;0;0;6776;10953;7328;14995;7402;8738
2005;173;Marburg;6;0;183984;143978;141358;67136;54957;51653;45080;0;0;5685;14231;5423;13246;6826;8758
2005;174;Lahn-Dill;6;0;212485;160766;157088;66250;58583;63801;54175;0;0;6959;11793;7130;16852;7321;9014
2005;175;Gießen;6;0;225883;174567;170477;73793;62080;64468;54529;0;0;8976;17023;12205;21076;8081;9887
2005;176;Fulda;6;0;238580;188829;181620;54765;55453;72048;78943;0;0;5238;11041;5653;19172;4989;8815
2005;177;Hochtaunus;6;0;181959;148635;146039;51838;43215;65756;54583;0;0;7409;14373;13207;22741;5614;6655
2005;178;Wetterau;6;0;242940;191145;186621;80828;64729;78156;64594;0;0;7251;17051;7788;23215;7439;9267
2005;179;Rheingau-Taunus - Limburg;6;0;220619;175769;172264;62690;54870;81513;68569;0;0;8924;15110;9347;21553;5502;7013
2005;180;Wiesbaden;6;0;186409;140838;138421;60916;45173;56861;44485;0;0;6395;18431;6005;18441;5473;7127
2005;181;Hanau;6;0;239412;188752;184296;79621;63392;77996;64688;0;0;6938;16816;7767;21477;8420;10063
2005;182;Main-Taunus;6;0;193679;161332;158751;50418;43337;80848;63644;0;0;11988;15828;8411;26019;4806;5736
2005;183;Frankfurt am Main I;6;0;183183;135863;133361;52850;41413;49510;39377;0;0;12650;20739;7603;17205;7783;9357
2005;184;Frankfurt am Main II;6;0;203726;157455;154848;52063;46265;57539;45133;0;0;28925;27117;6591;21432;7188;10029
2005;185;Groß-Gerau;6;0;169776;135836;132829;62419;52132;48321;40054;0;0;8100;14261;4957;14182;5736;6824
2005;186;Offenbach;6;0;220625;170268;166889;66517;53436;72653;60127;0;0;9325;18135;7990;20946;7193;8578
2005;187;Darmstadt;6;0;229735;183416;179775;80289;65693;67498;54617;0;0;14557;25435;6584;19442;6955;9452
2005;188;Odenwald;6;0;234100;187764;183022;76617;63338;76696;65039;0;0;8882;17382;9421;21458;7275;8810
2005;189;Bergstraße;6;0;199215;158094;155225;64837;54838;68835;56712;0;0;5946;13411;5953;17323;5177;6617
2005;190;Eichsfeld - Nordhausen - Unstrut-Hainich-Kreis I;15;1;208484;158345;155576;46127;44045;57982;50360;0;0;3824;6121;7455;13068;32141;34797
2005;191;Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis II;15;1;206854;155366;152433;53696;47724;43695;40233;0;0;4412;6541;7301;11506;34133;37711
2005;192;Kyffhäuserkreis - Sömmerda - Weimarer Land I;15;1;207463;155082;151808;44638;43332;46738;40334;0;0;4391;6037;7596;12115;41234;40688
2005;193;Gotha - Ilm-Kreis;15;1;218863;165851;162426;60384;50019;47115;42966;0;0;4171;7170;7598;12399;34761;40120
2005;194;Erfurt - Weimar - Weimarer Land II;15;1;223315;169272;166540;52304;51375;45728;37749;0;0;12553;13638;6801;12638;43520;43048
2005;195;Gera - Jena - Saale-Holzland-Kreis;15;1;248530;190472;187523;59508;57984;45982;40230;0;0;9155;12396;10970;15366;55080;51886
2005;196;Greiz - Altenburger Land;15;1;190763;144322;141432;42586;39083;44714;37865;0;0;3661;5423;7289;12571;36507;37611
2005;197;Sonneberg - Saalfeld-Rudolstadt - Saale-Orla-Kreis;15;1;239958;181086;177860;53561;52230;46818;44322;0;0;4687;6501;8850;13278;46099;49406
2005;198;Suhl - Schmalkalden-Meiningen - Hildburghausen;15;1;213525;158033;155179;47046;46986;41833;38376;0;0;4981;6149;8108;12068;44753;43073
2005;199;Neuwied;7;0;242693;190310;186880;82753;66828;81308;72203;0;0;4324;11492;7492;20866;7276;9514
2005;200;Ahrweiler;7;0;193865;152517;149884;53578;47636;73883;64612;0;0;5748;8962;8697;18276;5616;6786
2005;201;Koblenz;7;0;196029;152025;149999;58645;52665;67876;57205;0;0;8120;11171;6888;17953;6287;7227
2005;202;Mosel/Rhein-Hunsrück;7;0;180870;143887;140435;45617;42870;69904;59542;0;0;5633;7954;10584;19253;6133;6821
2005;203;Kreuznach;7;0;191864;147733;144594;60167;55731;62007;48629;0;0;5603;9426;6531;17107;6734;8663
2005;204;Bitburg;7;0;169169;132623;129580;47087;38928;63253;56908;0;0;4923;7442;7443;16636;4875;5968
2005;205;Trier;7;0;185437;143881;140723;56943;50891;60422;50775;0;0;7863;12467;6210;14752;6141;8133
2005;206;Montabaur;7;0;212396;167673;164280;62825;55571;76418;63326;0;0;6245;10964;7497;20437;7094;8303
2005;207;Mainz;7;0;244758;198652;195474;79760;65285;76345;66416;0;0;11235;23409;16930;25213;7204;8964
2005;208;Worms;7;0;198651;157641;154314;70456;58541;57443;51561;0;0;5931;11188;9492;17740;7003;8176
2005;209;Ludwigshafen/Frankenthal;7;0;216306;169870;166148;71775;62072;65848;56038;0;0;5885;11585;7331;17301;7509;9624
2005;210;Neustadt - Speyer;7;0;219704;177506;173877;66113;57534;77707;65254;0;0;8319;14211;7949;20259;6708;8447
2005;211;Kaiserslautern;7;0;234939;179680;175410;77325;68201;61781;51844;0;0;7596;12369;8687;18237;14464;15397
2005;212;Pirmasens;7;0;187595;146241;141830;51556;45927;59788;52408;0;0;4550;7226;8801;15082;11572;12199
2005;213;Südpfalz;7;0;209895;167742;163911;61710;53394;70851;60911;0;0;7794;13034;10276;19833;6413;7932
2005;214;Altötting;9;0;166212;124868;123282;25111;24770;0;0;79539;71871;6451;6894;5514;10413;3006;3328
