jahr;wkr_nr;wkr_name;bula;ost;wahlberechtigte;waehler;zweitstimmegueltig;spd1;spd2;cdu1;cdu2;csu1;csu2;gru1;gru2;fdp1;fdp2;pds1;pds2
2002;231;Rottal-Inn;9;0;159275;126217;125217;21864;22353;0;0;90226;91187;7078;4391;4370;3807;0;480
2002;232;Straubing;9;0;170415;134641;133664;25114;25344;0;0;99019;96693;4738;3924;3803;3677;0;448
2002;233;Amberg;9;0;210365;173471;171858;48829;44210;0;0;103098;109135;7762;8095;6540;5984;1198;862
2002;234;Regensburg;9;0;231583;187335;185800;50381;46573;0;0;110618;111562;10044;15355;6948;6726;1537;1302
2002;235;Schwandorf;9;0;214154;171904;170209;45422;41318;0;0;113163;114700;4353;5692;3512;4237;0;651
2002;236;Weiden;9;0;172997;143152;141925;50008;42286;0;0;83419;86953;3483;5063;2730;4264;0;593
2002;237;Bamberg;9;0;170527;138017;137169;31997;32735;0;0;82665;83568;12341;10363;5356;5839;895;888
2002;238;Bayreuth;9;0;164745;133853;132821;38468;37854;0;0;80296;77470;5112;7816;5410;5898;1056;763
2002;239;Coburg;9;0;164597;134420;133254;59090;47953;0;0;63943;69755;3923;6228;4829;5642;965;951
2002;240;Hof;9;0;190359;151948;150479;58314;52546;0;0;80450;80080;4253;6672;4159;5870;1262;1095
2002;241;Kulmbach;9;0;172724;142871;141852;40258;39194;0;0;88504;86747;6194;6304;4650;5187;0;827
2002;242;Ansbach;9;0;239860;192319;190717;57086;56467;0;0;106948;107457;10178;12735;8324;7695;1198;1058
2002;243;Erlangen;9;0;170096;142615;141787;55905;47124;0;0;69564;67946;7088;15124;5756;7614;972;1118
2002;244;Fürth;9;0;241620;195623;194167;70610;65833;0;0;103357;98242;9843;14447;7474;9175;1976;1447
2002;245;Nürnberg-Nord;9;0;181437;142410;141406;59685;52386;0;0;64502;60382;8256;16253;4415;7002;1615;1940
2002;246;Nürnberg-Süd;9;0;184263;143956;142576;59633;53646;0;0;67243;68213;6458;9764;5192;5819;1503;1313
2002;247;Roth;9;0;220891;186912;185684;64837;60071;0;0;101906;97595;9314;13831;7064;8571;0;1195
2002;248;Aschaffenburg;9;0;179783;146803;145273;39725;42942;0;0;79311;77688;15990;10857;6710;8356;1374;1130
2002;249;Bad Kissingen;9;0;219433;181391;179726;45061;42081;0;0;113099;114713;10582;9232;5999;7952;1351;992
2002;250;Main-Spessart;9;0;196187;163345;161947;47987;47320;0;0;94959;92670;7805;9586;4932;7375;806;831
2002;251;Schweinfurt;9;0;196958;161232;159754;47921;45197;0;0;92418;90171;9119;10096;7973;7897;0;987
2002;252;Würzburg;9;0;218885;181696;180471;58939;54088;0;0;88194;90184;14961;19555;9090;9716;1338;1249
2002;253;Augsburg-Stadt;9;0;197729;153010;151671;45076;46689;0;0;80852;80053;16048;13483;5716;6405;1424;1293
2002;254;Augsburg-Land;9;0;237187;198040;196698;48269;45983;0;0;127518;122693;11812;13756;6206;8651;1504;942
2002;255;Donau-Ries;9;0;179327;146402;145268;34269;33843;0;0;93287;95101;5724;6817;5263;5259;0;575
2002;256;Neu-Ulm;9;0;229564;183557;182289;46951;46524;0;0;110918;110317;11663;10651;8176;8587;1546;1082
2002;257;Oberallgäu;9;0;212926;172437;171417;38516;39130;0;0;110304;104190;13124;12994;8387;9176;0;1034
2002;258;Ostallgäu;9;0;235972;190790;189316;40844;38362;0;0;121417;124017;10998;11539;8932;9028;1440;1096
2002;259;Stuttgart I;8;0;177965;147130;145857;61201;49313;54303;49495;0;0;19403;27571;7631;13602;1396;2086
2002;260;Stuttgart II;8;0;179288;142379;140687;64110;52918;54440;51047;0;0;10316;18773;8224;10887;1621;2007
2002;261;Böblingen;8;0;246593;205778;203735;72623;67435;95268;85673;0;0;18449;23287;11761;18133;1880;1668
2002;262;Esslingen;8;0;161161;134788;133543;55416;47359;59876;54457;0;0;9746;15603;6154;10350;1049;1122
2002;263;Nürtingen;8;0;187657;157359;155800;57597;51568;70732;66050;0;0;15758;18142;9416;12785;0;1128
2002;264;Göppingen;8;0;179165;145541;143814;56972;51212;68948;60611;0;0;6645;14678;6472;10822;829;1068
2002;265;Waiblingen;8;0;214962;177967;176268;74934;58307;79259;73311;0;0;7777;21219;10437;15299;1448;1455
2002;266;Ludwigsburg;8;0;199714;166670;164931;68279;57933;74308;65093;0;0;8319;20401;9026;13833;1723;1667
2002;267;Neckar-Zaber;8;0;205511;173202;171343;72991;59197;76138;70226;0;0;7891;19088;10135;14634;1426;1375
2002;268;Heilbronn;8;0;241418;193512;190795;75832;68145;93774;82676;0;0;8292;15699;9147;14825;1872;1598
2002;269;Schwäbisch Hall - Hohenlohe;8;0;218189;170643;168136;58355;53557;79496;73006;0;0;11175;17166;14938;15682;1861;1498
2002;270;Backnang - Schwäbisch Gmünd;8;0;172868;138607;136799;52431;46151;65079;60509;0;0;8588;14021;7521;9710;1334;1075
2002;271;Aalen - Heidenheim;8;0;223224;181426;178651;68699;63567;87860;82745;0;0;8755;14120;7821;10571;0;1146
2002;272;Karlsruhe-Stadt;8;0;196039;155007;152400;60969;56668;53487;53969;0;0;13541;21976;21216;12823;2009;2373
2002;273;Karlsruhe-Land;8;0;201960;167158;165338;63846;58423;76994;71595;0;0;11931;14855;11098;13492;0;1251
2002;274;Rastatt;8;0;204208;162560;159947;56508;54008;81436;74059;0;0;9886;13772;9015;11881;1498;1266
2002;275;Heidelberg;8;0;208183;174246;172587;73918;59930;65695;61555;0;0;18302;30413;10952;14331;1631;2327
2002;276;Mannheim;8;0;198538;150891;148916;72040;61488;57209;51258;0;0;9429;17796;7110;10594;2628;2421
2002;277;Odenwald - Tauber;8;0;213656;172872;170128;58161;50917;90209;87825;0;0;7524;12673;10154;11183;0;1172
2002;278;Rhein-Neckar;8;0;190149;157808;155747;62841;53746;72197;67246;0;0;9212;16225;8589;12137;1488;1470
2002;279;Bruchsal - Schwetzingen;8;0;187678;153528;151247;59416;53090;72087;67664;0;0;7798;12143;8850;11336;1780;1216
2002;280;Pforzheim;8;0;216370;173746;171260;72320;59084;77787;74579;0;0;6910;15372;10593;13948;1641;1434
2002;281;Calw;8;0;195598;156563;154430;50669;45282;76150;74694;0;0;10257;13772;12060;12180;1434;1245
2002;282;Freiburg;8;0;200287;163962;162233;78122;54257;51542;49404;0;0;20475;40606;9435;11349;2087;2778
2002;283;Lörrach - Müllheim;8;0;217334;171731;169483;76640;65621;67438;61168;0;0;12035;22890;8103;12343;2525;1942
2002;284;Emmendingen - Lahr;8;0;204699;163914;161125;67439;58320;73190;65851;0;0;11495;19080;7522;10948;0;1378
2002;285;Offenburg;8;0;197554;155776;152853;50871;49691;80986;70198;0;0;9826;14435;7697;11025;1285;1213
2002;286;Rottweil - Tuttlingen;8;0;196766;157654;155447;48892;45512;81181;78721;0;0;7740;11503;14591;12189;1849;1152
2002;287;Schwarzwald-Baar;8;0;165776;132493;130386;44130;41847;64461;60682;0;0;9784;11410;9777;10599;0;1055
2002;288;Konstanz;8;0;189541;151117;149261;47581;50433;65446;59591;0;0;16279;19036;14265;14253;2271;1643
2002;289;Waldshut;8;0;174477;138929;137204;50465;45696;62462;59185;0;0;11920;16113;8577;10512;1410;1201
2002;290;Reutlingen;8;0;192797;157712;155870;53729;51464;69929;68347;0;0;13633;16892;15688;13071;1716;1343
2002;291;Tübingen;8;0;178068;148044;146620;58832;48034;63203;57690;0;0;14938;23573;6878;10483;1802;2118
2002;292;Ulm;8;0;210762;173826;171632;58137;53898;88353;79806;0;0;13485;18865;7791;11729;1812;1526
2002;293;Biberach;8;0;228590;186136;183208;47708;44479;105505;99251;0;0;15199;18112;10627;12060;1494;1138
2002;294;Ravensburg - Bodensee;8;0;235888;192494;190191;59562;56094;95810;89010;0;0;19825;23030;9524;14442;1575;1519
2002;295;Zollernalb - Sigmaringen;8;0;206148;164439;161987;46859;44880;88530;85542;0;0;8731;12032;9932;11760;1098;1082
2002;296;Saarbrücken;10;0;212426;164069;161100;83260;74018;54779;50435;0;0;7912;16540;6983;10806;2479;3122
2002;297;Saarlouis;10;0;215792;173871;169919;85894;77348;66553;61951;0;0;5854;11788;7640;11296;1884;2038
2002;298;Sankt Wendel;10;0;186710;154672;150883;72007;69128;61483;57830;0;0;4666;8560;5635;8441;1303;1690
2002;299;Homburg;10;0;206290;164546;161059;80987;75027;57206;54626;0;0;5662;11714;8527;10567;1680;2150
