jahr;wkr_nr;wkr_name;bula;ost;wahlberechtigte;waehler;erststimmegueltig;zweitstimmegueltig;cdu1;cdu2;spd1;spd2;fdp1;fdp2;csu1;csu2;gru1;gru2;pds1;pds2
1994;84;Duisburg I;5;0;200259;161910;158858;159006;49159;45461;90319;86857;3256;8308;0;0;10217;11181;1581;2186
1994;85;Duisburg II;5;0;179545;135592;132576;132617;36079;33813;83011;80893;2039;4794;0;0;6690;6747;1213;1551
1994;86;Oberhausen;5;0;168207;133457;129824;131537;37956;36722;77048;76150;3212;6119;0;0;7414;7377;992;1411
1994;87;Mülheim;5;0;136968;113925;111251;111882;40938;35098;55399;55512;3714;9180;0;0;9754;8073;0;1137
1994;88;Essen I;5;0;153678;120767;118657;118602;38024;34939;66621;63625;2551;6626;0;0;7733;8579;1033;1461
1994;89;Essen II;5;0;139193;104409;102432;102355;29231;27059;62312;60717;1779;4319;0;0;5417;5593;837;1262
1994;90;Essen III;5;0;186377;152057;149847;150042;62620;53564;67260;63530;4726;14632;0;0;11321;12739;1075;1957
1994;91;Recklinghausen I;5;0;180073;146023;143482;143270;49494;45947;78686;76432;3177;7256;0;0;8316;8562;935;1269
1994;92;Recklinghausen II- Borken I;5;0;220565;181304;177980;177845;71856;65287;86822;86407;4003;10024;0;0;10197;10043;1105;1292
1994;93;Gelsenkirchen I;5;0;130095;99246;96624;96851;27641;25725;57337;56483;1568;3880;0;0;5988;5324;917;1211
1994;94;Gelsenkirchen II - Recklinghausen III;5;0;134037;107733;105373;105448;32601;30514;61073;59809;1956;4689;0;0;6086;5777;718;935
1994;95;Bottrop - Recklinghausen IV;5;0;149355;123039;120945;120725;39269;36375;69379;68274;2488;5467;0;0;6150;5968;1220;1292
1994;96;Borken II;5;0;226209;188031;183672;183518;102036;94804;64164;61820;4920;12639;0;0;9982;10394;0;876
1994;97;Coesfeld - Steinfurt I;5;0;223382;190308;186331;186832;98291;90450;65502;62323;6414;15412;0;0;13551;14243;0;1079
1994;98;Steinfurt II;5;0;226516;188488;184015;183836;82128;74295;82967;77940;5716;14062;0;0;11296;13317;0;1059
1994;99;Münster;5;0;204928;174411;172089;172537;75687;65431;66332;57906;6116;18725;0;0;20209;25118;1224;2346
1994;100;Warendorf;5;0;196791;166147;161468;162480;80731;73470;59922;60033;8009;14121;0;0;9468;10493;733;1023
1994;101;Gütersloh;5;0;235637;193969;189392;190088;91211;84387;74995;68463;6719;16357;0;0;12450;15243;971;1431
1994;102;Bielefeld;5;0;238615;197561;192917;193810;78168;69796;90359;81150;5899;14386;0;0;16567;20463;0;3161
1994;103;Herford;5;0;189745;157131;149313;153901;63021;58016;72161;70404;5254;10654;0;0;8877;9676;0;1231
1994;104;Minden-Lübbecke;5;0;239848;195385;187584;190950;74020;71080;91437;85390;8030;15082;0;0;11048;13144;0;1331
1994;105;Lippe I;5;0;172430;143624;137914;140785;57651;53534;64362;61694;5270;10696;0;0;9516;9962;1115;1212
1994;106;Höxter - Lippe II;5;0;214004;179123;173047;174872;87084;80912;67226;64075;5331;12533;0;0;11294;11726;1088;1200
1994;107;Paderborn;5;0;196227;160649;156659;157340;89203;83740;47153;46295;4995;11359;0;0;11537;10831;0;1055
1994;108;Hagen;5;0;156899;124226;121903;121993;43899;41563;63147;59338;3774;8140;0;0;6362;7295;897;1137
1994;109;Ennepe-Ruhr-Kreis I;5;0;188108;158466;154900;156061;55364;50026;80684;77514;5204;11873;0;0;10414;10806;0;1377
1994;110;Bochum I;5;0;190333;154727;150014;152687;47761;43832;83550;84092;2479;7275;0;0;10884;10919;1550;2028
1994;111;Bochum II - Ennepe-Ruhr-Kreis II;5;0;193622;159853;154828;157546;46647;43016;87587;87334;3312;8452;0;0;13580;12381;0;1888
1994;112;Herne;5;0;130014;103236;101055;101622;28592;26817;62806;61158;1415;3791;0;0;5721;5426;0;989
1994;113;Dortmund I;5;0;140779;110444;108030;107960;32555;30420;57844;56089;2524;5383;0;0;9953;10313;1538;2075
1994;114;Dortmund II;5;0;134958;108444;105716;105732;31009;28485;63400;62669;1837;4207;0;0;5593;5871;836;1016
1994;115;Dortmund III;5;0;167972;139382;136812;136728;45886;41175;72663;69953;3770;9239;0;0;10087;11198;1146;1552
1994;116;Unna I;5;0;200025;168240;165383;164604;53474;49250;91803;88345;4196;9682;0;0;11748;11492;0;1264
1994;117;Hamm - Unna II;5;0;240224;195659;190374;192080;76978;72064;94975;93376;4129;9334;0;0;9201;10430;1116;1410
1994;118;Soest;5;0;215381;177514;173192;172945;85945;76968;68583;66215;5536;13671;0;0;9874;10792;0;1117
1994;119;Hochsauerlandkreis;5;0;208553;175699;171219;171816;92967;86090;63039;60941;4390;11772;0;0;7633;8235;0;810
1994;120;Siegen-Wittgenstein I;5;0;171341;142946;138130;139786;60950;54415;60466;60241;5608;10662;0;0;7293;8276;0;1076
1994;121;Olpe - Siegen-Wittgenstein II;5;0;147506;124385;120894;121631;62952;58318;46522;45479;3218;8303;0;0;5832;5921;0;583
1994;122;Märkischer Kreis I;5;0;162316;130566;128187;127889;61478;54022;52479;50515;3940;10048;0;0;7000;7610;0;924
1994;123;Märkischer Kreis II;5;0;162495;130024;127666;127008;51928;46701;62245;56454;4195;10594;0;0;5838;7130;0;1010
1994;124;Waldeck;6;0;162149;133920;131840;132236;54012;49289;62450;59590;4640;10290;0;0;7599;8359;0;932
1994;125;Kassel;6;0;180162;145639;143794;143941;55975;50747;59741;60299;3966;9838;0;0;19463;16959;1284;2271
1994;126;Werra-Meißner;6;0;166351;140784;138884;139016;49366;46807;73564;70403;4095;8535;0;0;8422;9103;946;1102
1994;127;Schwalm-Eder;6;0;155756;129732;127793;127721;51220;46851;61454;59486;4136;8991;0;0;6526;7535;575;781
1994;128;Hersfeld;6;0;166284;141025;138074;139075;57435;54649;65487;63168;4152;8563;0;0;6979;7988;749;909
1994;129;Marburg;6;0;181254;149859;147838;147982;62619;54768;63679;59163;3958;10222;0;0;11145;15549;2278;2496
1994;130;Lahn-Dill;6;0;209195;164010;161790;161839;69945;62316;72533;68945;4754;12269;0;0;8523;10368;839;1180
1994;131;Gießen;6;0;210484;172010;168659;169678;69830;64273;71421;66989;8064;14343;0;0;13211;15602;0;1822
1994;132;Fulda;6;0;232104;191943;188694;189418;103886;97385;62220;59426;5685;12202;0;0;10204;11791;1041;1205
1994;133;Hochtaunus;6;0;237855;201264;198553;198955;100923;89449;64641;58927;10253;24230;0;0;15186;18422;1294;1677
1994;134;Wetterau;6;0;207477;169407;166466;166838;77011;68932;68323;62684;5388;13764;0;0;10891;13828;0;1462
1994;135;Rheingau-Taunus - Limburg;6;0;212070;175106;171635;172630;92618;81375;59619;56098;5513;14456;0;0;12204;13806;1681;1434
1994;136;Wiesbaden;6;0;189145;152737;150152;150949;67520;60579;57914;50801;5200;13967;0;0;12814;16860;0;1956
1994;137;Hanau;6;0;233120;190236;187328;187665;87945;78668;74266;66772;5050;14750;0;0;12938;17019;1601;2121
1994;138;Frankfurt am Main I - Main-Taunus;6;0;172207;140680;138679;138702;69447;60511;47352;43178;5121;13131;0;0;9766;13543;1578;1838
1994;139;Frankfurt am Main II;6;0;145378;116880;115467;115557;52349;45665;38748;32330;4587;11821;0;0;13255;18192;1723;2649
1994;140;Frankfurt am Main III;6;0;147123;118184;116743;116725;50444;45247;36326;34565;3782;10050;0;0;19945;19130;1427;2677
1994;141;Groß-Gerau;6;0;218074;183274;180116;180845;76995;71680;76032;68618;5672;13813;0;0;14535;18166;1504;1733
1994;142;Offenbach;6;0;224571;183975;181472;181679;86022;76999;66261;58599;6369;17060;0;0;13589;18907;1570;2200
1994;143;Darmstadt;6;0;211465;175046;170698;172827;69119;62414;64620;66470;6598;14609;0;0;23245;21748;1531;2109
1994;144;Odenwald;6;0;234918;196651;192325;193421;87475;81500;77177;72125;6817;14236;0;0;14224;16865;0;1638
1994;145;Bergstraße;6;0;193117;160523;157854;158203;73700;67588;63983;58152;4268;12046;0;0;10205;12733;0;1076
1994;146;Neuwied;7;0;232377;191443;188360;189675;88266;83851;79454;77694;6517;12976;0;0;10748;10221;1181;1105
1994;147;Ahrweiler;7;0;180835;147772;145378;146219;76833;73305;50361;49960;6673;11206;0;0;8197;7720;0;733
1994;148;Koblenz;7;0;184764;152755;150230;151351;75318;70530;60051;57415;4731;10685;0;0;9220;9054;0;888
1994;149;Cochem;7;0;144142;119192;116044;117364;62175;59787;37315;38540;8854;9634;0;0;6772;6091;0;566
1994;150;Kreuznach;7;0;189210;152816;150161;151088;65534;59079;67300;66501;5022;11389;0;0;9424;8979;0;857
1994;151;Bitburg;7;0;163423;133791;130664;131715;74620;69385;43839;43101;3914;8935;0;0;7121;7113;0;544
1994;152;Trier;7;0;179990;147171;144038;145241;68627;65092;57648;57517;3872;8310;0;0;11228;10209;0;974
1994;153;Montabaur;7;0;241371;200046;196014;198228;92168;86065;83993;83665;7191;12929;0;0;12662;10296;0;1039
1994;154;Mainz;7;0;230664;191216;188351;189448;77603;77413;75327;69235;11462;16414;0;0;16509;18077;0;1971
1994;155;Worms;7;0;184219;151357;148698;149428;59777;56761;65032;63385;5951;11166;0;0;11368;11113;0;1084
1994;156;Frankenthal;7;0;151581;126701;124535;124896;52803;49601;55378;53911;4018;8246;0;0;7586;7555;0;740
1994;157;Ludwigshafen;7;0;159874;130870;129140;129301;59363;52832;55823;52797;2595;8513;0;0;6366;8096;0;1039
1994;158;Neustadt - Speyer;7;0;178395;148825;146385;146908;72909;68290;52806;50811;4547;10585;0;0;9481;10027;0;952
1994;159;Kaiserslautern;7;0;219808;177089;173885;174518;70658;65752;83364;81494;4432;9273;0;0;8811;9665;0;1075
1994;160;Pirmasens;7;0;149187;121145;118538;119235;53206;51022;49818;49678;4404;7302;0;0;5842;5574;0;641
1994;161;Südpfalz;7;0;195544;163963;161304;161617;82146;72878;57450;59679;4689;10912;0;0;9847;10840;0;927
1994;162;Stuttgart I;8;0;184558;150454;148878;149308;63600;53069;51998;42663;9185;21084;0;0;15882;23066;999;1907
1994;163;Stuttgart II;8;0;188064;149280;147203;147809;62945;55171;55172;49118;5677;16202;0;0;12005;15911;1083;1665
1994;164;Böblingen;8;0;235836;193772;191405;192005;96229;82043;60148;55647;7179;22686;0;0;19802;19492;1157;1275
1994;165;Esslingen;8;0;157667;130803;129305;129650;61166;54747;48688;40628;4385;14026;0;0;8902;12703;704;849
1994;166;Nürtingen;8;0;181037;148644;146581;147125;70376;62450;44718;43140;7156;17525;0;0;16122;14482;612;843
1994;167;Göppingen;8;0;176878;140812;138856;139157;63984;57536;52324;47173;7014;13955;0;0;7260;10767;0;763
1994;168;Waiblingen;8;0;209149;169050;166978;167407;73761;69474;50504;49624;8856;19993;0;0;10388;15462;723;1122
1994;169;Ludwigsburg;8;0;196647;160495;158577;158895;78350;63345;49750;49148;7310;19791;0;0;14119;16079;0;1116
1994;170;Neckar-Zaber;8;0;184728;151816;149812;149959;65319;59657;55634;47118;8202;17686;0;0;10926;14619;536;855
1994;171;Heilbronn;8;0;241160;190355;187464;187712;84568;76651;69260;64933;6987;17088;0;0;13483;14634;0;1142
1994;172;Schwäbisch Hall - Hohenlohe;8;0;201475;156326;153760;154258;63633;63346;53680;49192;15706;16633;0;0;9456;13026;0;883
1994;173;Backnang - Schwäbisch Gmünd;8;0;167038;131227;129060;129496;63980;55664;42898;40279;3562;11756;0;0;11587;11617;0;754
1994;174;Aalen - Heidenheim;8;0;218182;175194;171986;172392;85131;75931;59361;58897;5725;13263;0;0;12279;13045;0;864
1994;175;Karlsruhe-Stadt;8;0;203359;158115;156036;156007;64747;60066;57553;51502;12645;16692;0;0;14210;19054;1390;2216
1994;176;Karlsruhe-Land;8;0;238918;194822;191227;191577;101684;90423;61372;59261;6114;15946;0;0;13833;14426;1049;1300
1994;177;Rastatt;8;0;252253;198503;194756;195367;104057;94473;57608;57022;10462;17984;0;0;14737;15256;0;1202
1994;178;Heidelberg;8;0;189835;155786;153760;154073;66359;60144;61945;51248;6144;13987;0;0;13740;20952;1125;1807
1994;179;Mannheim I;8;0;142502;106553;105224;105288;44771;38569;43972;42099;2229;6985;0;0;9394;10355;954;1600
1994;180;Mannheim II;8;0;160071;132812;131082;131322;59691;53967;51410;45001;4825;12565;0;0;10472;12844;720;1150
1994;181;Odenwald - Tauber;8;0;206140;164524;161416;162037;88382;82616;49390;46627;4827;12259;0;0;10360;10644;0;767
1994;182;Rhein-Neckar;8;0;180570;149135;146969;147129;72402;65105;52667;48459;4759;12399;0;0;10865;13324;0;988
1994;183;Pforzheim;8;0;211431;166761;164334;164600;73408;69158;58249;52398;8194;16851;0;0;14713;13528;889;1117
1994;184;Calw;8;0;188779;147362;145112;145503;76961;66886;44195;40090;5721;16605;0;0;9926;11013;0;925
1994;185;Freiburg;8;0;222390;179617;177091;177446;74296;63121;63116;55569;4446;15271;0;0;27675;33626;1759;2672
1994;186;Lörrach - Müllheim;8;0;205750;158831;156545;156991;71166;62780;60143;54750;6278;14369;0;0;12885;16370;0;1256
1994;187;Emmendingen - Lahr;8;0;209521;163218;160176;160494;76865;67349;55064;54513;5614;14457;0;0;15289;15969;907;1085
1994;188;Offenburg;8;0;189465;145082;142048;142276;82845;69132;39402;41757;3832;11394;0;0;10135;12225;889;898
1994;189;Rottweil - Tuttlingen;8;0;190609;149771;146896;147330;78814;73055;41338;39940;7673;13969;0;0;9880;10181;0;736
1994;190;Schwarzwald-Baar;8;0;148010;114718;112969;113230;58751;51868;34915;33413;4776;11531;0;0;9067;9657;0;665
1994;191;Konstanz;8;0;182435;141896;139683;140336;72774;61464;43187;42888;5412;13831;0;0;13905;14744;0;1271
1994;192;Waldshut;8;0;140717;107729;105772;106078;55661;49519;29852;30000;4628;10384;0;0;9661;9825;0;659
1994;193;Reutlingen;8;0;187353;152592;149786;150621;71681;65123;44643;44889;12052;17310;0;0;12367;12964;0;1108
1994;194;Tübingen;8;0;168823;139114;137180;137421;58190;51771;57943;42441;5112;15416;0;0;8186;18333;1057;1886
1994;195;Ulm;8;0;202929;164497;162312;162177;82422;74193;47790;48418;9799;15357;0;0;13512;13936;844;1027
1994;196;Biberach;8;0;215066;169890;167310;167562;98521;90812;34545;36871;4370;11941;0;0;16365;13771;0;779
1994;197;Ravensburg - Bodensee;8;0;232071;182757;180347;180791;94835;86608;50258;46860;7927;16850;0;0;16135;17183;1301;1233
1994;198;Zollernalb - Sigmaringen;8;0;193581;150266;147670;147995;83417;74631;40653;39016;5541;14693;0;0;9424;9699;0;609
1994;199;Altötting;9;0;235283;181302;179415;180046;0;0;43648;42128;6372;11746;108493;102963;10302;9965;0;759
1994;200;Freising;9;0;245933;187312;185479;185968;0;0;43953;44184;5663;10780;108257;104395;14186;11862;0;1012
1994;201;Fürstenfeldbruck;9;0;224911;179259;177516;178266;0;0;50583;46672;7530;13828;98659;92779;12037;12626;0;966
1994;202;Ingolstadt;9;0;221545;169488;168108;167804;0;0;44717;47032;3061;7513;105374;94906;7688;7918;735;650
1994;203;München-Mitte;9;0;160578;116690;115871;116244;0;0;47242;39789;5438;10344;43297;39921;13985;18731;1393;2199
1994;204;München-Nord;9;0;174347;126511;125683;125905;0;0;50359;43525;4818;10245;55458;51880;7562;11657;1061;1606
1994;205;München-Ost;9;0;167647;127062;126115;126575;0;0;43125;40177;6303;12630;60889;56061;8771;10029;744;1190
1994;206;München-Süd;9;0;183508;138826;137687;138301;0;0;48884;43933;7399;13184;61904;60472;10885;11994;1151;1450
1994;207;München-West;9;0;161587;123716;122855;123215;0;0;42569;38624;4225;10987;61163;54370;9216;11520;851;1278
1994;208;München-Land;9;0;201957;164973;163588;164059;0;0;53527;44273;8378;19423;86359;77637;8847;13453;0;1115
1994;209;Rosenheim;9;0;201736;152252;150078;151218;0;0;29333;31610;5553;10464;91016;85517;11604;9765;0;617
1994;210;Starnberg;9;0;235419;187501;185799;186415;0;0;38700;39319;13202;19055;110909;102677;13149;13721;0;838
1994;211;Traunstein;9;0;192732;146446;144682;145124;0;0;32955;32920;3643;8438;88394;83358;9643;9221;466;522
1994;212;Weilheim;9;0;223060;172191;170566;171059;0;0;35387;37319;4729;11828;105701;98249;13188;11019;0;653
1994;213;Deggendorf;9;0;145470;99854;98640;98993;0;0;28184;27416;1911;4044;60295;57128;3147;3398;0;233
1994;214;Landshut;9;0;218449;162687;160090;161209;0;0;44702;43762;6336;8646;92599;88522;9499;8338;0;679
1994;215;Passau;9;0;174330;125146;123671;123915;0;0;32995;35574;3747;7182;73122;67928;7372;5108;0;374
1994;216;Rottal-Inn;9;0;150060;107007;105621;105926;0;0;27247;26105;2169;4540;65334;63078;4095;3725;0;315
1994;217;Straubing;9;0;163638;116816;115585;115648;0;0;28032;30204;1812;5184;73569;67527;3861;3440;0;308
1994;218;Amberg;9;0;199667;156610;154853;155133;0;0;48651;48739;3722;6998;87663;84324;8408;6723;575;557
1994;219;Regensburg;9;0;219659;167137;165651;165747;0;0;50972;49704;4579;8233;92032;87439;6820;9528;849;1031
1994;220;Schwandorf;9;0;205631;151205;149193;149484;0;0;50278;50694;2442;4900;81355;79380;4625;4874;0;395
1994;221;Weiden;9;0;171028;134483;133045;133175;0;0;52014;48478;2228;5200;70801;69181;3442;3901;0;406
1994;222;Bamberg;9;0;213084;166531;164865;165288;0;0;46158;46115;4930;10296;93584;88423;10604;10161;866;828
1994;223;Bayreuth;9;0;139048;107253;106318;106363;0;0;38546;38345;3246;6193;48932;49974;5420;5874;0;444
