jahr;wkr_nr;wkr_name;bula;ost;wahlberechtigte;waehler;erststimmegueltig;zweitstimmegueltig;spd1;spd2;cdu1;cdu2;csu1;csu2;gru1;gru2;fdp1;fdp2;pds1;pds2
1998;255;Berlin-Kreuzberg - Schöneberg;11;1;177273;141490;139331;139727;53660;54354;31418;27424;0;0;41214;36322;3460;6524;3495;6103
1998;256;Berlin-Tempelhof;11;1;144263;120554;118640;118930;50358;46600;49955;41783;0;0;6782;10277;3046;7880;1934;2387
1998;257;Berlin-Neukölln;11;1;204370;161538;158645;159034;77000;66941;50425;45863;0;0;12022;17721;3741;7673;3814;4754
1998;258;Berlin-Friedrichshain - Lichtenberg;11;1;198212;156609;154721;155124;51213;52767;19232;20779;0;0;6992;12715;1644;2826;65252;50621
1998;259;Berlin-Köpenick - Treptow;11;1;180636;149086;147477;147716;55493;56678;23240;23695;0;0;5257;8869;2063;3411;51379;40657
1998;260;Berlin-Hellersdorf - Marzahn;11;1;200985;159136;157477;157732;41826;54186;22842;24010;0;0;4270;6287;1684;3012;73482;51382
1998;261;Berlin-Hohenschönhausen - Pankow - Weißensee;11;1;230062;185034;182745;183252;62064;65393;29239;29403;0;0;8585;11220;2913;4143;65357;53333
1998;262;Wismar - Gadebusch - Grevesmühlen - Doberan - Bützow;12;1;179267;141703;137120;138641;58195;55475;41947;38356;0;0;3412;3851;2724;2970;30199;29653
1998;263;Schwerin - Hagenow;12;1;171837;137022;133991;134405;54140;52266;34407;33016;0;0;3824;4986;2707;3354;35439;33813
1998;264;Güstrow - Sternberg - Lübz - Parchim - Ludwigslust;12;1;161630;129470;124971;125944;49956;46758;38139;35205;0;0;3149;3590;2161;3401;28340;29104
1998;265;Rostock;12;1;167365;132361;129457;129570;47654;51362;30964;27523;0;0;3220;5235;1914;2555;43371;36994
1998;266;Rostock-Land - Ribnitz-Damgarten - Teterow - Malchin;12;1;136805;109575;105980;106580;37739;36195;37331;34386;0;0;2512;2632;2195;2718;23896;23733
1998;267;Stralsund - Rügen - Grimmen;12;1;155492;119871;115871;116153;35995;34936;43272;39567;0;0;2594;3021;1959;2470;26656;26096
1998;268;Greifswald - Wolgast - Demmin;12;1;139340;110273;107087;107348;33083;30096;42264;39763;0;0;2108;2856;1780;2183;24514;23831
1998;269;Neubrandenburg - Altentreptow - Waren - Röbel;12;1;152424;123391;119829;120539;43331;42368;38650;34665;0;0;3150;3572;1990;2473;30267;29965
1998;270;Neustrelitz - Strasburg - Pasewalk - Ueckermünde - Anklam;12;1;143501;113851;108942;110096;38922;35290;38909;36458;0;0;0;2389;2509;2176;25680;24275
1998;271;Neuruppin - Kyritz - Wittstock - Pritzwalk - Perleberg;13;1;167785;129175;125672;125556;66150;59329;28851;27470;0;0;3086;3740;3255;3770;20937;21702
1998;272;Prenzlau - Angermünde - Schwedt - Templin - Gransee;13;1;153088;117211;114106;113338;61628;52588;23138;22794;0;0;2316;2812;2027;2720;20882;23163
1998;273;Oranienburg - Nauen;13;1;177260;140413;137155;137020;67977;61812;30741;26716;0;0;4040;5648;2847;4412;24754;25095
1998;274;Eberswalde - Bernau - Bad Freienwalde;13;1;154899;117992;114995;114612;52877;48765;23935;22004;0;0;3627;4116;2265;2921;27464;26338
1998;275;Brandenburg - Rathenow - Belzig;13;1;166806;127581;124185;123964;60310;57627;26357;24346;0;0;3997;4252;2926;3720;24285;23916
1998;276;Potsdam;13;1;193339;156208;153093;152870;62908;65670;27462;26075;0;0;8043;9419;2596;4400;46573;36929
1998;277;Fürstenwalde - Strausberg - Seelow;13;1;191495;149949;138571;145423;73584;61391;0;30131;0;0;6448;5043;14770;2824;35728;31765
1998;278;Luckenwalde - Zossen - Jüterbog - Königs Wusterhausen;13;1;200471;159617;155758;155229;75936;69032;31412;29894;0;0;4657;5756;3448;4672;31423;31175
1998;279;Frankfurt/Oder - Eisenhüttenstadt - Beeskow;13;1;140408;106623;104136;104222;45331;44129;25135;22263;0;0;4053;3456;0;2546;23913;21865
1998;280;Cottbus - Guben - Forst;13;1;180790;141645;138374;138406;60248;57556;31906;30464;0;0;4313;4821;6573;4667;28074;28968
1998;281;Senftenberg - Calau - Spremberg;13;1;151836;117308;113155;113028;50399;44602;30318;28230;0;0;3154;3347;2341;2859;21823;22230
1998;282;Bad Liebenwerda - Finsterwalde - Herzberg - Lübben - Luckau;13;1;154126;123430;119623;118303;54857;48243;35452;30056;0;0;2751;3474;3296;4385;18867;19944
1998;283;Altmark;14;1;182955;141221;138282;138744;62220;55696;39043;36046;0;0;3419;4405;3751;4777;28588;28642
1998;284;Elbe-Havel-Gebiet und Haldensleben - Wolmirstedt;14;1;181634;139604;137086;136929;59362;52992;42968;37946;0;0;2681;4073;3519;5542;24911;27247
1998;285;Harz und Vorharzgebiet;14;1;173775;134813;132049;132814;58292;53311;40639;37881;0;0;3534;4109;3448;4397;25568;24989
1998;286;Magdeburg;14;1;153152;116659;114997;115184;52346;45907;27903;25618;0;0;3552;5239;1969;3623;25215;27558
1998;287;Magdeburg - Schönebeck - Wanzleben - Staßfurt;14;1;184211;139893;137134;137726;60038;54445;42003;36900;0;0;2718;4116;2924;4602;27169;28768
1998;288;Wittenberg - Gräfenhainichen - Jessen - Roßlau - Zerbst;14;1;175642;137110;134366;134694;50352;49616;45946;39038;0;0;3283;4323;4006;5789;26560;26349
1998;289;Dessau - Bitterfeld;14;1;159938;124784;122773;123115;50732;45066;37406;34684;0;0;3940;4220;3846;4706;22824;25498
1998;290;Bernburg - Aschersleben - Quedlinburg;14;1;164993;127114;124607;124865;56493;48618;36249;34248;0;0;2546;3865;4248;5481;21845;24665
1998;291;Halle-Altstadt;14;1;150592;116269;114373;114974;46519;41422;29256;27298;0;0;4356;6931;5569;6168;26032;26388
1998;292;Halle-Neustadt - Saalkreis - Köthen;14;1;177603;136503;133327;134276;54058;50002;40284;35449;0;0;3804;4194;5558;6655;29623;28948
1998;293;Merseburg - Querfurt - Weißenfels;14;1;160157;122661;119953;120822;49662;44406;39243;34974;0;0;2827;3321;4032;5511;23166;24539
1998;294;Zeitz - Hohenmölsen - Naumburg - Nebra;14;1;137278;106592;104060;104635;40150;37217;34929;31144;0;0;2773;3188;3587;4536;21200;20997
1998;295;Eisleben - Sangerhausen - Hettstedt;14;1;147855;114398;111713;112399;46204;42073;34405;33085;0;0;2741;2554;4572;4641;23307;22805
1998;296;Nordhausen - Worbis - Heiligenstadt;15;1;167030;139539;137083;137493;46025;45847;55025;50197;0;0;3876;4066;3719;4436;24022;22326
1998;297;Eisenach - Mühlhausen;15;1;150099;123703;121100;121527;51871;45282;40223;36960;0;0;3886;4489;2666;3866;21046;22557
1998;298;Sömmerda - Artern - Sondershausen - Langensalza;15;1;161729;131976;129048;129357;50929;46016;41033;37713;0;0;3865;3929;3508;4293;25997;27436
1998;299;Gotha - Arnstadt;15;1;155950;129283;126899;127156;50887;43992;39680;36114;0;0;3798;4746;2862;4253;25102;27018
1998;300;Erfurt;15;1;144459;115344;113811;113988;41567;39257;30450;26821;0;0;5388;6627;2049;3220;28757;30014
1998;301;Weimar - Apolda - Erfurt-Land;15;1;165115;137516;134514;134897;48345;43631;40193;40088;0;0;6345;6990;4241;5343;24843;27304
1998;302;Jena - Rudolstadt - Stadtroda;15;1;176761;146663;144653;144729;55591;48971;37961;36570;0;0;6075;8158;8725;7400;28140;31796
1998;303;Gera-Stadt - Eisenberg - Gera-Land I;15;1;146197;117733;115909;115942;39099;38011;32543;29671;0;0;3845;4438;2967;3835;31920;30150
1998;304;Altenburg - Schmölln - Greiz - Gera-Land II;15;1;145520;118941;116938;116965;45958;40932;36716;33993;0;0;3172;3860;3155;3717;22089;23405
1998;305;Saalfeld - Pößneck - Schleiz - Lobenstein - Zeulenroda;15;1;150637;123996;121289;122171;49131;43584;39458;34839;0;0;3885;3966;3933;3930;24882;24592
1998;306;Meiningen - Bad Salzungen - Hildburghausen - Sonneberg;15;1;206625;170292;167139;167774;65600;60628;50702;49720;0;0;5080;5372;4673;5265;35181;34313
1998;307;Suhl - Schmalkalden - Ilmenau - Neuhaus;15;1;197901;163793;160536;161229;53955;53791;50989;47755;0;0;4392;5427;3829;4675;40963;37289
1998;308;Delitzsch - Eilenburg - Torgau - Wurzen;16;1;163049;132053;129201;129707;45524;43272;42333;38347;0;0;3684;3999;4136;4687;26549;26118
1998;309;Leipzig I;16;1;170216;130814;129138;129325;49969;47334;34680;31022;0;0;6485;7996;2441;4244;30098;29455
1998;310;Leipzig II;16;1;170054;130874;129331;129450;47409;47915;32929;30635;0;0;8382;9051;2472;4152;33809;28915
1998;311;Leipzig-Land - Borna - Geithain;16;1;213907;174451;171474;171915;64550;58720;59362;51309;0;0;5636;6810;4572;6480;31610;34098
1998;312;Döbeln - Grimma - Oschatz;16;1;153935;124771;122099;122143;37698;37093;50607;38997;0;0;3850;4014;3526;4974;21551;24222
1998;313;Meißen - Riesa - Großenhain;16;1;185004;149343;146329;146657;41883;39195;56358;51714;0;0;5582;5894;4341;5205;29505;29184
1998;314;Hoyerswerda - Kamenz - Weißwasser;16;1;161825;130512;127560;128305;40659;37806;46038;40539;0;0;3439;3645;4626;3997;30661;28955
1998;315;Görlitz - Zittau - Niesky;16;1;159661;128097;125038;125884;38908;32389;52288;46805;0;0;3853;4561;5200;3909;23290;23271
1998;316;Bautzen - Löbau;16;1;157413;129913;126913;127642;35180;29190;55728;50463;0;0;4159;4367;4737;4473;20823;22658
1998;317;Pirna - Sebnitz - Bischofswerda;16;1;169920;140816;137598;138497;31973;33183;59726;54229;0;0;4213;5079;5487;4796;30901;25366
1998;318;Dresden I;16;1;173762;145412;143534;143911;38764;35355;54889;49075;0;0;8797;11072;3882;5485;30914;30922
1998;319;Dresden II;16;1;185341;150303;147826;148267;38319;36470;54787;48288;0;0;9381;11624;4314;5099;34751;33767
1998;320;Dresden-Land - Freital - Dippoldiswalde;16;1;191155;159475;156565;157113;41555;37363;70979;62229;0;0;6277;7509;5029;6313;25123;26558
1998;321;Freiberg - Brand-Erbisdorf - Flöha - Marienberg;16;1;172730;144929;141146;141963;38614;37540;55777;48729;0;0;5200;5150;5209;5767;25412;25521
1998;322;Glauchau - Rochlitz - Hohenstein-Ernstthal - Hainichen;16;1;179377;148659;145429;145953;53315;46570;52051;45244;0;0;0;5455;5872;5680;25291;27613
1998;323;Chemnitz I;16;1;133487;109933;108267;108510;35084;32421;34188;30237;0;0;7870;5642;3401;4136;22655;26290
1998;324;Chemnitz II - Chemnitz-Land;16;1;150281;124893;122973;123038;43963;38129;41706;36469;0;0;4171;5210;3846;4772;23021;26128
1998;325;Annaberg - Stollberg - Zschopau;16;1;159942;135292;132177;132815;43070;37068;53102;48930;0;0;4415;4129;3831;4500;19967;23094
1998;326;Aue - Schwarzenberg - Klingenthal;16;1;149838;124376;121627;122068;39103;34839;46195;41898;0;0;3722;3766;3255;4151;21788;22841
1998;327;Zwickau - Werdau;16;1;197570;161657;158904;159191;52547;48732;54890;49498;0;0;5744;5634;3986;5495;33575;33540
1998;328;Reichenbach - Plauen - Auerbach - Oelsnitz;16;1;203991;164786;161735;162011;61043;51745;54693;50542;0;0;4776;6357;5643;7209;25860;29248
