jahr;wkr_nr;wkr_name;bula;ost;wahlberechtigte;waehler;zweitstimmegueltig;spd1;spd2;cdu1;cdu2;fdp1;fdp2;pds1;pds2;gru1;gru2;csu1;csu2
2009;212;Südpfalz;7;0;214215;156149;153120;42287;34790;61994;52517;19431;26201;10926;13137;12637;15635;0;0
2009;213;Altötting;9;0;166775;112507;111286;16724;14831;0;0;9508;13992;5362;5641;8477;8923;67284;57712
2009;214;Erding - Ebersberg;9;0;185961;140360;139203;24402;19106;0;0;16433;22094;6073;6265;17573;17458;67518;61088
2009;215;Freising;9;0;205531;149717;148519;20791;19915;0;0;19711;21848;8247;8120;25408;18400;69229;66336
2009;216;Fürstenfeldbruck;9;0;249131;190298;188728;35851;29734;0;0;20997;30319;7311;8969;20344;23583;91947;80517
2009;217;Ingolstadt;9;0;252615;176318;174701;26825;26877;0;0;14151;21566;10936;10717;14174;14283;99482;86686
2009;218;München-Nord;9;0;220785;158045;156922;55691;31067;0;0;15766;28189;7773;10705;15307;27405;57161;48622
2009;219;München-Ost;9;0;231017;170334;169306;44917;32109;0;0;24022;31531;9109;10996;21722;27466;61412;55854
2009;220;München-Süd;9;0;211617;155666;154666;43835;30403;0;0;17033;25600;8266;10603;20507;26219;58849;51064
2009;221;München-West/Mitte;9;0;231682;173138;172052;47101;32308;0;0;20442;29355;9665;11587;24967;33340;63075;53814
2009;222;München-Land;9;0;233952;185115;184005;35805;30776;0;0;24634;36208;6914;8318;24386;23433;83856;73273
2009;223;Rosenheim;9;0;226483;161912;160368;23041;20380;0;0;14745;23226;5967;7074;19499;18258;82305;74860
2009;224;Starnberg;9;0;251039;190092;188598;29651;24158;0;0;27350;36046;7215;7705;19809;23110;101261;83545
2009;225;Traunstein;9;0;205115;142584;141182;21406;17747;0;0;10142;18243;6156;7122;16188;16341;76741;68886
2009;226;Weilheim;9;0;249153;183832;182128;25894;23512;0;0;19076;28911;7568;8897;21516;20871;94302;83058
2009;227;Deggendorf;9;0;154767;94922;93873;15336;13611;0;0;11065;13485;6851;7536;6717;6189;49398;43628
2009;228;Landshut;9;0;246833;171065;169481;25337;23634;0;0;22940;24031;9362;9554;17133;15002;84953;82466
2009;229;Passau;9;0;186068;118249;117125;16573;17773;0;0;22069;18202;9217;9198;8767;9054;54275;52476
2009;230;Rottal-Inn;9;0;162109;104487;103260;17920;14151;0;0;10305;14359;4868;5742;5828;6786;54904;51702
2009;231;Straubing;9;0;173068;112708;111363;24922;15817;0;0;8650;15232;5410;7257;4372;5925;61572;55844
2009;232;Amberg;9;0;214616;153659;151979;30587;25606;0;0;18922;19418;10544;10629;13833;12807;71148;68586
2009;233;Regensburg;9;0;243083;171002;169547;35207;29375;0;0;21618;22998;10514;11453;14784;18343;75653;72120
2009;234;Schwandorf;9;0;216044;143939;141982;34321;24828;0;0;11058;16553;9396;11310;6423;8580;72791;66951
2009;235;Weiden;9;0;172011;124026;121756;24261;24467;0;0;8664;14272;6567;9093;6031;8060;54891;54009
2009;236;Bamberg;9;0;177197;129049;127879;26044;19553;0;0;13590;17523;7601;8316;11726;13512;62548;57433
2009;237;Bayreuth;9;0;164344;117290;116316;23920;22018;0;0;9898;16066;6318;6865;13096;10937;58848;51124
2009;238;Coburg;9;0;162834;115851;114579;28882;26869;0;0;8805;13398;7475;8116;9380;8707;55174;49248
2009;239;Hof;9;0;180735;126096;124361;33763;29265;0;0;9604;14036;9994;10550;9302;8678;57632;51661
2009;240;Kulmbach;9;0;173473;128501;127117;18717;21863;0;0;4885;14520;6624;8038;5985;8731;86658;62880
2009;241;Ansbach;9;0;243953;171989;169870;37133;32847;0;0;17346;23222;9231;12176;14054;17294;80239;68128
2009;242;Erlangen;9;0;177261;135845;134754;32269;28248;0;0;12736;20048;8275;8821;15036;18043;60685;48552
2009;243;Fürth;9;0;249703;179941;177911;44505;37820;0;0;15361;24978;13798;14667;17109;20314;76897;63392
2009;244;Nürnberg-Nord;9;0;189738;135154;133964;41246;29751;0;0;10652;18528;10923;12554;15043;20934;48943;40094
2009;245;Nürnberg-Süd;9;0;184672;124786;123415;37159;30766;0;0;10498;14592;10794;11698;10048;12210;47519;42645
2009;246;Roth;9;0;224946;171076;169384;40464;36327;0;0;18809;23177;9610;11262;16521;19517;75280;64763
2009;247;Aschaffenburg;9;0;183872;135005;132708;25143;23235;0;0;15185;20868;8072;8828;22717;15071;56491;53201
2009;248;Bad Kissingen;9;0;219607;162052;160152;28487;23712;0;0;13592;22188;13000;13717;14723;12475;85574;75708
2009;249;Main-Spessart;9;0;199081;147482;145193;28659;25872;0;0;12858;20360;8817;9346;13649;14285;75542;63513
2009;250;Schweinfurt;9;0;200116;146050;144183;27794;24747;0;0;13713;18742;14803;13317;14598;13182;66253;62265
2009;251;Würzburg;9;0;225807;170031;168462;39055;31440;0;0;17030;23203;9334;10582;21914;24341;73800;65294
2009;252;Augsburg-Stadt;9;0;206196;135957;134209;26268;24981;0;0;14638;17645;9318;10552;19708;16898;56644;51728
2009;253;Augsburg-Land;9;0;240672;177024;175270;27427;25356;0;0;20137;27522;8264;9425;15031;16430;92508;80335
2009;254;Donau-Ries;9;0;189097;133619;132122;20901;18290;0;0;15337;19314;8025;7605;9962;10139;69102;64647
2009;255;Neu-Ulm;9;0;235775;164678;162888;24977;23937;0;0;18406;26391;10245;10341;17398;14310;82046;72060
2009;256;Oberallgäu;9;0;221708;158857;157239;19107;20392;0;0;17464;26018;7842;8735;20093;17753;83181;70559
2009;257;Ostallgäu;9;0;242341;170224;168030;22859;20544;0;0;21115;28362;8822;9369;15030;15668;85429;77911
2009;258;Stuttgart I;8;0;184454;142504;141384;25364;26656;48518;39482;14514;27557;6601;9439;42116;31076;0;0
2009;259;Stuttgart II;8;0;181088;129259;127720;33525;26675;44002;37151;13327;22059;10902;11437;21453;22916;0;0
2009;260;Böblingen;8;0;244919;185176;182669;36550;34915;82344;61918;23717;38125;9657;11118;24138;25364;0;0
2009;261;Esslingen;8;0;165210;125558;124108;35396;25797;53829;41672;10819;22873;6225;7680;15511;19402;0;0
2009;262;Nürtingen;8;0;204091;154949;152971;36910;28943;66116;51146;17768;31686;7973;8661;21104;22902;0;0
2009;263;Göppingen;8;0;180442;129901;127856;33916;26524;55049;42318;13177;24408;8157;9327;14009;17018;0;0
2009;264;Waiblingen;8;0;220220;164521;162381;44071;31431;69575;53864;19793;33634;8627;10511;15379;22834;0;0
2009;265;Ludwigsburg;8;0;206805;156053;154171;34718;31079;61328;50274;19431;30179;9800;10382;23966;23090;0;0
2009;266;Neckar-Zaber;8;0;224090;170674;168374;39430;33711;70606;55618;24682;34641;9169;10852;18626;22773;0;0
2009;267;Heilbronn;8;0;241035;168927;166229;41484;35331;73308;57889;19924;31932;10693;12256;14594;16917;0;0
2009;268;Schwäbisch Hall - Hohenlohe;8;0;223234;154351;151790;32606;27907;65474;52745;19839;28688;10938;11554;18132;19829;0;0
2009;269;Backnang - Schwäbisch Gmünd;8;0;176381;126601;124412;30902;24289;55492;44068;12822;23060;8177;8840;12749;15606;0;0
2009;270;Aalen - Heidenheim;8;0;224418;159936;157065;39951;32195;70599;57878;15604;26534;11775;12351;14226;17732;0;0
2009;271;Karlsruhe-Stadt;8;0;201833;143521;141666;37845;29227;53872;40566;11845;24654;10034;11807;21452;26051;0;0
2009;272;Karlsruhe-Land;8;0;208654;155522;153183;39021;31160;68951;55285;17668;29292;8569;9935;15506;18066;0;0
2009;273;Rastatt;8;0;208664;146160;143493;33279;27376;68652;55806;14235;25553;8935;10093;15404;16649;0;0
2009;274;Heidelberg;8;0;211807;162920;160988;47683;35337;57963;49296;19314;28419;8985;11823;24985;28349;0;0
2009;275;Mannheim;8;0;198437;134143;132358;39845;32627;48137;38435;11782;19900;12520;14936;16648;18052;0;0
2009;276;Odenwald - Tauber;8;0;215910;153296;150256;29977;27740;75337;63120;17199;25455;9821;10357;13173;13770;0;0
2009;277;Rhein-Neckar;8;0;195971;144215;141938;35426;29356;59755;49922;17833;26191;10596;11078;14952;16723;0;0
2009;278;Bruchsal - Schwetzingen;8;0;194304;141401;138790;32525;27934;64659;50031;15785;26626;9995;10723;12082;14084;0;0
2009;279;Pforzheim;8;0;220877;155907;153102;34944;30652;62224;52771;24640;30192;10353;11279;15236;17556;0;0
2009;280;Calw;8;0;198923;142812;140275;28255;24450;64808;53358;17528;28260;9136;9537;13460;14464;0;0
2009;281;Freiburg;8;0;210636;157681;155683;51192;32691;44749;42224;12674;21887;9675;13793;33878;35536;0;0
2009;282;Lörrach - Müllheim;8;0;225703;156692;154115;49591;33953;58282;49707;16932;26425;9268;10802;16151;23904;0;0
2009;283;Emmendingen - Lahr;8;0;213013;149482;146024;35339;29740;61427;50594;14470;24135;10238;11134;22429;21332;0;0
2009;284;Offenburg;8;0;204619;141835;138671;27052;24662;65336;52083;15454;24887;10129;10742;17460;18247;0;0
2009;285;Rottweil - Tuttlingen;8;0;200726;141391;138367;22388;22550;66104;53547;24395;30249;8140;8753;11503;12924;0;0
2009;286;Schwarzwald-Baar;8;0;167458;117355;114737;21835;20374;54172;41694;15292;23812;7158;7837;13034;13344;0;0
2009;287;Konstanz;8;0;197671;140167;137687;29713;26047;59256;43844;20335;29372;8943;9344;17439;20482;0;0
2009;288;Waldshut;8;0;177784;125418;123352;35026;23058;50967;45201;13686;22993;7100;7765;13091;16971;0;0
2009;289;Reutlingen;8;0;198466;145837;143275;31395;25770;60753;48400;18203;28740;8452;10060;19871;21392;0;0
2009;290;Tübingen;8;0;189559;143896;142041;28501;26823;55188;43603;13680;24233;9801;11185;30560;26939;0;0
2009;291;Ulm;8;0;218867;161673;159107;35875;28426;67798;57158;18273;28708;9605;10644;21477;22889;0;0
2009;292;Biberach;8;0;162508;117289;114986;26275;15742;48662;49688;17233;21665;6117;6636;11176;12524;0;0
2009;293;Bodensee;8;0;167789;122655;120888;23587;20080;54169;44205;16521;24483;7077;7775;17349;16962;0;0
2009;294;Ravensburg;8;0;181362;130128;128162;22530;19969;56931;48146;17946;23997;7918;8428;18639;18408;0;0
2009;295;Zollernalb - Sigmaringen;8;0;185890;130436;127815;21695;20001;62858;49774;17220;27454;8292;8763;11802;12571;0;0
2009;296;Saarbrücken;10;0;207292;146713;144580;43737;34528;45748;38317;10597;17651;31946;34666;9696;12685;0;0
2009;297;Saarlouis;10;0;214924;159639;156193;51193;37749;58297;50566;11516;19643;24244;31057;8342;10194;0;0
2009;298;St. Wendel;10;0;184896;142795;139716;42910;35506;55727;48373;9486;15094;22965;26775;6058;7507;0;0
2009;299;Homburg;10;0;201442;147047;144378;44500;36681;48092;42033;10508;17039;27933;31382;6575;9164;0;0
